x,y
1874,1.753553
1875,1.809158
1876,1.832528
1877,1.847839
1878,1.876044
1879,1.854286
1880,1.921978
1881,1.996117
1882,1.932454
1883,1.931648
1884,2.01304
1885,2.004982
1886,2.03641
1887,2.127473
1888,2.197582
1889,2.207253
1890,2.262051
1891,2.297509
1892,2.287839
1893,2.275751
1894,2.220147
1895,2.148425
1896,2.071062
1897,2.057363
1898,2.015458
1899,1.965495
1900,1.957436
1901,1.915531
1902,1.792235
1903,1.687473
1904,1.649597
1905,1.589157
1906,1.520659
1907,1.50696
1908,1.477143
1909,1.444103
1910,1.436044
1911,1.434432
1912,1.412674
1913,1.440073
1914,1.498095
1915,1.490037
1916,1.428791
1917,1.440879
1918,1.476337
1919,1.464249
1920,1.463443
1921,1.488425
1922,1.47956
1923,1.466667
1924,1.498095
1925,1.494872
1926,1.47956
1927,1.501319
1928,1.519853
1929,1.53033
1930,1.496484
1931,1.43685
1932,1.422344
1933,1.45619
1934,1.494872
1935,1.496484
1936,1.473919
1937,1.494872
1938,1.498095
1939,1.489231
1940,1.506154
1941,1.495678
1942,1.467473
1943,1.498095
1944,1.512601
1945,1.496484
1946,1.478755
1947,1.510989
1948,1.521465
1949,1.504542
1950,1.494872
1951,1.505348
1952,1.518242
1953,1.481978
1954,1.50696
1955,1.536777
1956,1.520659
1957,1.53033
1958,1.514212
1959,1.515824
1960,1.537582
1961,1.533553
1962,1.519048
1963,1.578681
1964,1.612527
1965,1.548059
1966,1.525494
1967,1.628645
1968,1.685055
1969,1.662491
1970,1.660879
1971,1.610916
1972,1.556923
1973,1.554505
1974,1.566593
1975,1.494872
1976,1.46022
1977,1.509377
1978,1.498095
1979,1.48359
1980,1.533553
1981,1.58674
1982,1.55289
